iter	MAPE	RMSE
944	0.1895113372	375747.964
945	0.1895238691	375685.7089
946	0.1893789445	375600.0841
947	0.1892183091	375484.5494
948	0.1891293174	375385.5486
949	0.1890624209	375250.3483
950	0.1890857922	375168.5279
951	0.1890676804	375052.5597
952	0.1890123291	374950.6558
953	0.1890261942	374900.5453
954	0.1890150251	374490.7465
955	0.1890068173	374375.0571
956	0.1889631649	374326.8892
957	0.1889233309	374193.004
958	0.1889032799	374116.2956
959	0.1889013167	374063.202
960	0.188911821	373831.0432
961	0.1889022104	373733.5163
962	0.1887415852	373694.9948
963	0.188745322	373587.656
964	0.1887047081	373501.2519
965	0.1886991619	373254.7833
966	0.188703147	373202.6575
967	0.1886912092	372942.8715
968	0.1887119417	372830.72
969	0.1887154023	372715.1677
970	0.1887000648	372450.3425
971	0.1887119396	372408.4924
972	0.1885841646	372219.5204
973	0.188510486	372055.5682
974	0.1885105973	372037.5254
975	0.1885057649	371847.6808
976	0.1885107993	371812.0747
977	0.1885355838	371686.7043
978	0.1885416097	371608.7551
979	0.1885063016	371364.1255
980	0.1884723289	371323.8681
981	0.1884244181	371248.8522
982	0.1883221191	370923.6275
983	0.1883237805	370888.7999
984	0.1883449922	370846.6736
985	0.1883531588	370729.8727
986	0.1883414565	370591.5437
987	0.1882884065	370402.9527
988	0.1881136009	370127.9255
989	0.1881053591	370058.0524
990	0.1880676804	369911.6821
991	0.1880574639	369867.1292
992	0.1880663593	369822.1776
993	0.1879996274	369744.3308
994	0.1879805878	369715.7731
995	0.1879488255	369541.5792
996	0.187944708	369414.8581
997	0.1879420774	369313.0089
998	0.1878858634	369187.2356
999	0.1878461549	369078.4959
1000	0.1877040218	369011.4699
1001	0.1875921685	368915.9457
1002	0.1876211612	368892.7651
1003	0.1875504212	368856.0385
1004	0.1875417165	368788.7996
1005	0.1874365983	368596.9895
1006	0.1874192224	368463.5602
1007	0.1873787062	368389.3958
1008	0.1873316576	368352.3167
1009	0.1873316918	368305.2228
1010	0.1873448055	368252.9736
1011	0.1873415696	368212.3382
1012	0.1871046406	368152.3929
1013	0.1871085684	368098.0944
1014	0.1870237261	367952.2249
1015	0.1870407666	367750.2269
1016	0.1870436418	367666.7542
1017	0.1870289322	367540.6293
1018	0.1869071387	367278.2632
1019	0.1869147771	367265.1181
1020	0.1868034755	367221.0131
1021	0.1867365216	366997.8342
1022	0.1866442361	366764.0192
1023	0.1866031112	366638.3049
1024	0.1865923228	366448.432
1025	0.1865531309	366347.7053
1026	0.186512497	366301.2254
1027	0.1865367973	366292.3063
1028	0.1865415886	366153.3978
1029	0.1864759837	366039.1695
1030	0.1864688596	365912.0565
1031	0.1864849736	365822.2318
1032	0.1864926543	365791.8361
1033	0.1864810002	365633.1029
1034	0.1864654351	365599.8114
1035	0.1864598374	365433.972
1036	0.1864888153	365413.2607
1037	0.1864188185	365368.2508
1038	0.1862702974	365221.4146
1039	0.1862703604	365132.6496
1040	0.186229282	364951.2054
1041	0.1862108374	364882.7113
1042	0.1861659546	364824.9875
1043	0.1860876404	364759.2259
1044	0.1860536849	364636.817
1045	0.1860167315	364420.6292
1046	0.1860463948	364339.0266
1047	0.1860334175	364336.3392
1048	0.1859961356	364287.0859
1049	0.1860001546	364177.1617
1050	0.1859476684	364007.2227
1051	0.1859669449	364000.6869
1052	0.1859777445	363981.4377
1053	0.1858876721	363842.2797
1054	0.1858968804	363662.3167
1055	0.1858107309	363519.7341
1056	0.185724804	363436.0242
1057	0.1856833826	363308.569
1058	0.1856783372	363174.7202
1059	0.1856599691	363118.9009
1060	0.1856466458	363092.7105
1061	0.1856568531	362999.9795
1062	0.1854664508	362865.862
1063	0.1853595882	362690.6423
1064	0.1853478474	362548.0416
1065	0.1853492155	362430.723
1066	0.1853384482	362371.5041
1067	0.1853408632	362328.5275
1068	0.1853473953	362238.6721
1069	0.1853047808	362086.6547
1070	0.185202859	361880.1507
1071	0.1852155047	361859.5063
1072	0.1851132241	361723.6954
1073	0.1850770948	361674.709
1074	0.1850706452	361609.7518
1075	0.1849331227	361400.9735
1076	0.1849154322	361215.129
1077	0.1847828392	361084.9457
1078	0.1847244543	361029.0331
1079	0.1846919042	361004.0482
1080	0.1846735044	360884.8289
1081	0.1846714736	360645.6472
1082	0.1845888136	360513.3552
1083	0.1845715989	360471.2456
1084	0.1845459529	360378.1062
1085	0.1845265116	360303.5381
1086	0.1844430945	360248.2113
1087	0.1844284648	360213.5711
1088	0.1844101447	360175.1836
1089	0.1844089174	360132.771
1090	0.1844100879	360106.7535
1091	0.1844060205	359984.2979
1092	0.1842899969	359919.7891
1093	0.1842474942	359788.9697
1094	0.1842649512	359710.9691
1095	0.1842750044	359626.389
1096	0.1841863323	359542.8598
1097	0.1841837418	359460.8808
1098	0.1841901378	359409.6867
1099	0.1841559354	359290.0736
1100	0.1840957505	359142.7881
1101	0.1841115806	359065.0277
1102	0.1841115897	359055.342
1103	0.184058729	358995.6364
1104	0.184067281	358976.4243
1105	0.1840814503	358900.0846
1106	0.1840718316	358845.8467
1107	0.1840782602	358834.9275
1108	0.1840415043	358735.5607
1109	0.1840191131	358705.4497
1110	0.1840354086	358691.8734
1111	0.1840189503	358473.8277
1112	0.1840322063	358437.1227
1113	0.18397306	358380.4611
1114	0.1839744552	358191.7953
1115	0.1839575241	358087.5907
1116	0.1838686579	357996.9725
1117	0.1838782705	357892.9806
1118	0.1838490501	357773.3453
1119	0.1838531307	357657.1212
1120	0.1838034738	357625.2029
1121	0.1837982997	357615.2247
1122	0.1838004576	357544.9777
1123	0.1837867815	357508.5318
1124	0.1837652282	357475.3937
1125	0.183615808	357360.8002
1126	0.1836245673	357167.9132
1127	0.1835323956	357028.9174
1128	0.183529121	356972.503
1129	0.1834427118	356918.9369
1130	0.1834405102	356874.7121
1131	0.1834497898	356742.0578
1132	0.1834458198	356675.04
1133	0.1834302225	356648.9711
1134	0.183425964	356637.6497
1135	0.1833052473	356441.9109
1136	0.1833421582	356396.2184
1137	0.1833011661	356281.7705
1138	0.1833016576	356281.5525
1139	0.183294557	356189.367
1140	0.1832896733	356146.2803
1141	0.1832801216	356030.9531
1142	0.1832729974	355908.5429
1143	0.1832515889	355804.4612
1144	0.1831593632	355745.27
1145	0.183135396	355687.9085
1146	0.1830608813	355643.6947
1147	0.1829622036	355509.9081
1148	0.1829846813	355454.065
1149	0.1829502301	355383.6597
1150	0.1829529144	355250.8505
1151	0.1829419548	355022.2843
1152	0.1829524509	354965.9847
1153	0.1829528253	354932.2248
1154	0.1829135044	354712.3981
1155	0.1829111424	354628.9432
1156	0.1828719247	354513.3222
1157	0.1828238326	354492.9527
1158	0.18281245	354436.3993
1159	0.1828106861	354404.0878
1160	0.1827497537	354288.4689
1161	0.1827134278	354230.5365
1162	0.1827209072	354165.843
1163	0.1827034157	354109.263
1164	0.1826890569	354074.7253
1165	0.1826835988	354053.4941
1166	0.1826833872	354028.4602
1167	0.1826724814	353957.576
1168	0.1826636735	353913.6945
1169	0.1826677885	353880.5931
1170	0.1826213509	353748.9363
1171	0.1825464644	353683.763
1172	0.1824983359	353623.8371
1173	0.1824512723	353564.7515
1174	0.1824213193	353471.062
1175	0.1824346424	353454.7562
1176	0.1824723214	353409.3012
1177	0.1824590002	353297.3046
1178	0.1824114973	353217.4473
1179	0.1823446935	353174.1189
1180	0.1823296745	353071.2385
1181	0.1823428234	353053.3035
1182	0.1823288552	352997.9133
1183	0.1823508229	352949.6002
1184	0.1823466617	352833.8614
1185	0.1823447779	352757.0928
1186	0.1823366287	352717.2101
1187	0.1823213843	352603.928
1188	0.1823149533	352540.3382
1189	0.1823416922	352482.2833
1190	0.1823462356	352388.061
1191	0.1823526424	352292.1748
1192	0.1823139997	352138.7088
1193	0.1822231635	351957.8831
1194	0.1822570374	351782.9286
1195	0.1822233761	351542.3747
1196	0.1822123835	351483.8428
1197	0.1821977273	351457.0993
1198	0.1822047655	351313.0593
1199	0.1821929098	351149.5521
1200	0.1822016844	351126.6451
1201	0.1821749053	351037.28
1202	0.1821718093	350955.8426
1203	0.1821282646	350778.6136
1204	0.182092526	350690.1953
1205	0.1820867491	350663.0034
1206	0.1820471994	350587.6018
1207	0.1819116282	350540.4561
1208	0.181849977	350426.0483
1209	0.1818583044	350350.3467
1210	0.1818309381	350168.4638
1211	0.1818335219	350143.1865
1212	0.181866631	350106.822
1213	0.1818737681	350013.4554
1214	0.1818071916	349854.9524
1215	0.1816949234	349650.904
1216	0.1817077272	349526.8701
1217	0.1816941402	349488.8149
1218	0.1817082658	349467.4656
1219	0.1816989973	349455.3254
1220	0.1816025707	349346.3086
1221	0.1816178715	349205.669
1222	0.1816534355	349138.5618
1223	0.1816466569	349007.9977
1224	0.1815984652	348929.4367
1225	0.1815414893	348854.1768
1226	0.1814777238	348722.9403
1227	0.1814586616	348696.6733
1228	0.1814607237	348629.2414
1229	0.1814687389	348603.899
1230	0.1814534227	348567.8671
1231	0.1814372523	348518.3356
1232	0.1813628265	348347.2488
1233	0.181345332	348277.9644
1234	0.1813832701	348073.8399
1235	0.1813953373	347981.6074
1236	0.1814099641	347876.9505
1237	0.1814468446	347800.5601
1238	0.181443567	347673.0568
1239	0.1813021901	347590.6565
1240	0.1812783501	347571.8431
1241	0.1811954559	347515.9325
1242	0.181152272	347361.1416
1243	0.1811291267	347290.3432
1244	0.1811276744	347250.8826
1245	0.1811373332	347044.8697
1246	0.1810770547	346924.9393
1247	0.1810109508	346769.7957
1248	0.1810029174	346747.1001
1249	0.1809812832	346536.2881
1250	0.1809573415	346454.0894
1251	0.1809433432	346430.912
1252	0.1809484734	346373.9489
1253	0.1808955369	346263.7046
1254	0.1808420552	346237.3744
1255	0.1807831471	346116.4088
1256	0.1807774106	346079.6697
1257	0.1807772058	346021.4248
1258	0.1807825528	346002.9656
1259	0.1807733009	345973.8301
1260	0.1808010833	345912.9684
1261	0.1807633928	345852.6903
1262	0.1807795666	345793.1709
1263	0.1807797181	345721.4124
1264	0.1807982398	345682.2491
1265	0.1807818141	345653.5932
1266	0.1806218972	345565.9067
1267	0.1806067336	345468.3161
1268	0.180567157	345370.1825
1269	0.180562031	345207.4953
1270	0.1805810477	345194.2856
1271	0.1805723133	345153.0616
1272	0.1805816833	345138.6712
1273	0.1805298845	345120.3151
1274	0.1804420712	344997.9702
1275	0.1804327588	344929.0256
1276	0.1804326269	344754.665
1277	0.1804427851	344737.232
1278	0.1804490254	344667.5488
1279	0.1804139062	344560.5831
1280	0.180383369	344411.5106
1281	0.1803895079	344343.6049
1282	0.1804029304	344339.8088
1283	0.1804020386	344149.5902
1284	0.1803852896	344008.3439
1285	0.180385946	343973.7345
1286	0.1804094667	343955.4519
1287	0.1803922694	343834.9182
1288	0.1803847919	343686.1126
1289	0.1802720824	343555.4166
1290	0.1801505139	343385.0811
1291	0.1801616768	343247.1724
1292	0.1801140057	343140.9329
1293	0.1801013153	343089.5483
1294	0.1801052311	343040.0143
1295	0.1801183895	342933.3434
1296	0.1801431587	342918.4418
1297	0.1801334217	342866.276
1298	0.18013371	342734.1139
1299	0.1801446664	342640.7322
1300	0.1800641131	342628.5584
1301	0.1800705133	342568.1826
1302	0.1800892551	342548.5437
1303	0.1800952702	342459.4007
1304	0.1800884806	342402.9303
1305	0.1800895564	342397.1785
1306	0.180088856	342351.33
1307	0.1800567267	342296.4998
1308	0.1800489723	342255.3321
1309	0.1800553819	342201.905
1310	0.1800448451	342104.126
1311	0.180024412	342056.323
1312	0.1800057481	342014.1628
1313	0.1799824425	341936.2523
1314	0.1799248982	341875.2958
1315	0.1798986552	341796.1786
1316	0.1799428549	341711.6374
1317	0.1799361273	341648.6905
1318	0.1797438976	341518.3572
1319	0.1797136361	341458.4658
1320	0.1796912919	341409.8827
1321	0.1797083826	341386.7831
1322	0.1795889969	341187.3861
1323	0.1795473097	341121.5492
1324	0.179557246	341080.0972
1325	0.1795299853	340972.8383
1326	0.1795335489	340873.2077
1327	0.1795582308	340816.4629
1328	0.1795567446	340772.5875
1329	0.1795480245	340653.5419
1330	0.1795781107	340607.672
1331	0.1795219714	340462.7998
1332	0.1795071103	340451.0978
1333	0.1794605955	340369.235
1334	0.1794338237	340282.8971
1335	0.1794247281	340240.9182
1336	0.1794404662	340225.3076
1337	0.1793886995	340156.5896
1338	0.1793029278	340023.1984
1339	0.179303927	339981.5759
1340	0.1793180357	339924.6829
1341	0.1793306996	339836.0658
1342	0.1793426908	339784.5541
1343	0.1793173064	339629.6372
1344	0.1793269101	339615.2712
1345	0.1793256365	339530.6864
1346	0.1792573168	339456.0836
1347	0.179203208	339389.093
1348	0.1791986133	339359.0479
1349	0.1792010698	339245.3372
1350	0.1791111482	339205.8312
1351	0.1791091913	339165.6349
1352	0.1790662938	338959.8251
1353	0.1790362598	338821.1981
1354	0.1789615988	338735.5084
1355	0.1788951732	338706.7426
1356	0.1788581058	338651.8981
1357	0.1787730832	338576.5909
1358	0.1787985364	338551.9205
1359	0.1788119368	338425.206
1360	0.1788083819	338392.1296
1361	0.178795235	338315.5825
1362	0.1787785193	338168.3612
1363	0.1786307238	338060.6302
1364	0.1786249713	337897.3518
1365	0.1785252065	337801.7386
1366	0.1785197053	337791.1638
1367	0.1785097126	337725.8246
1368	0.1784967197	337622.7758
1369	0.1784842769	337612.4752
1370	0.1784591877	337545.892
1371	0.1784356872	337516.678
1372	0.1784260299	337480.214
1373	0.1783501929	337444.4205
1374	0.1783362287	337324.1702
1375	0.1783184336	337251.648
1376	0.178321323	337133.7594
1377	0.1783155495	337019.3392
1378	0.1783294275	337008.5262
1379	0.1783213499	336945.0107
1380	0.1783075468	336912.3848
1381	0.1783132827	336846.7317
1382	0.1783013823	336768.0198
1383	0.1782757769	336717.4908
1384	0.1782719595	336707.2952
1385	0.1782542983	336678.7995
1386	0.1781700676	336529.3924
1387	0.1781644572	336473.8302
1388	0.1781128906	336384.2156
1389	0.178089489	336301.8591
1390	0.1781270439	336241.5701
1391	0.1781369016	336204.0651
1392	0.1780583498	336133.7275
1393	0.1780299651	336010.4015
1394	0.1780398358	335987.2098
1395	0.178034682	335964.9214
1396	0.1780383343	335955.7987
1397	0.1779716362	335836.4607
1398	0.1779503321	335819.2939
1399	0.1778519377	335740.9462
1400	0.1778839746	335715.6362
1401	0.1778933231	335689.1993
1402	0.1778136347	335536.8183
1403	0.1778399864	335489.6323
1404	0.177808859	335426.487
1405	0.1777654795	335351.0571
1406	0.1777583593	335285.2328
1407	0.1777229633	335196.5165
1408	0.1776561347	335181.0339
1409	0.1776559596	335123.3071
1410	0.1776667955	335050.8513
1411	0.1776365485	334975.1704
1412	0.1775772561	334926.3873
1413	0.1775707767	334868.9249
1414	0.177564386	334833.5368
1415	0.177509364	334787.4595
1416	0.1774741577	334629.4846
1417	0.1774835261	334578.5741
1418	0.1775094493	334522.6688
1419	0.1774929722	334445.1602
1420	0.1775020379	334389.5919
1421	0.1774896157	334257.8084
1422	0.1774754666	334180.9184
1423	0.1774857115	334156.9588
1424	0.1774719254	334083.513
1425	0.1774902519	334068.2858
1426	0.1774665862	333966.8264
1427	0.1773836592	333847.5797
1428	0.1773647992	333774.4555
1429	0.1773702159	333619.9672
1430	0.17728019	333521.8066
1431	0.1771256859	333447.1055
1432	0.1771079199	333245.4976
1433	0.1770983427	333066.8335
1434	0.1771019619	333019.7242
1435	0.1770260216	332963.8142
1436	0.177006095	332914.0993
1437	0.1769876989	332908.211
1438	0.1769807581	332812.4799
1439	0.1769740777	332749.6875
1440	0.1766582729	332715.8767
1441	0.176654998	332652.4725
1442	0.1766372809	332621.2296
1443	0.1766118294	332593.2884
1444	0.1766097264	332562.0718
1445	0.1765660879	332492.6874
1446	0.1765878854	332481.2297
1447	0.1765684814	332418.4305
1448	0.1765611399	332372.0203
1449	0.176502702	332318.2165
1450	0.1765385844	332191.6532
1451	0.176509655	332177.7422
1452	0.176511561	332075.1105
1453	0.1764904155	332006.1881
1454	0.1764506774	331908.3018
1455	0.1764503078	331761.2683
1456	0.1763902231	331669.1637
1457	0.1763794856	331633.6366
1458	0.1763684369	331563.5583
1459	0.1763853828	331513.6348
1460	0.1763135741	331463.4821
1461	0.1762970624	331421.8787
1462	0.1762984381	331355.2627
1463	0.1762905095	331278.4789
1464	0.1762789698	331239.1286
1465	0.176251162	331219.8762
1466	0.1762581726	331115.8235
1467	0.1762173945	331051.5686
1468	0.1762102467	331033.894
1469	0.176211046	330992.9879
1470	0.1762096439	330960.9802
1471	0.1761964707	330918.1819
1472	0.1761294851	330894.5582
1473	0.1761373986	330860.8228
1474	0.1761235637	330833.676
1475	0.1761150371	330757.3821
1476	0.1761219172	330738.4177
1477	0.1761129499	330722.7494
1478	0.176118168	330701.8266
1479	0.1761345539	330618.941
1480	0.176141459	330550.3459
1481	0.1760491297	330517.6163
1482	0.1760485947	330431.7556
1483	0.1760356334	330400.6849
1484	0.1760385024	330382.5635
1485	0.1759990294	330341.0026
1486	0.1759369043	330233.7926
1487	0.1759307879	330192.2345
1488	0.1759006494	330143.2411
1489	0.1759247603	330129.547
1490	0.1759067967	330068.1044
1491	0.1758845956	330039.5644
1492	0.1758571339	329994.7515
1493	0.1757511	329856.4928
1494	0.175676112	329786.5605
1495	0.1756309056	329708.1851
1496	0.1756075099	329656.1042
1497	0.1756108089	329600.3471
1498	0.1756036637	329553.0044
1499	0.175612599	329375.7901
1500	0.1756439587	329316.7982
1501	0.1756541625	329197.6625
1502	0.175648758	329147.9906
1503	0.1756049434	329081.2031
1504	0.1755672614	328980.9654
1505	0.1755663068	328869.3806
1506	0.175571453	328841.2892
1507	0.1755531742	328797.0465
1508	0.1754948017	328739.1598
1509	0.175485525	328612.3703
1510	0.1754618733	328589.4431
1511	0.1754423017	328566.2257
1512	0.1754146304	328471.0066
1513	0.1754142955	328406.8227
1514	0.1753978715	328318.4641
1515	0.1754029644	328256.1229
1516	0.1753840235	328186.4993
1517	0.1753563891	328112.4273
1518	0.1753466652	328055.1148
1519	0.1753473384	327948.188
1520	0.1753236479	327849.068
1521	0.1753011818	327761.0061
1522	0.175271627	327745.8422
1523	0.1752667355	327708.1759
1524	0.1752757464	327644.3762
1525	0.1752699361	327601.2219
1526	0.1752736951	327548.0954
1527	0.1752637493	327496.846
1528	0.1752723334	327486.5203
1529	0.1751942731	327384.2431
1530	0.1751930315	327316.8343
1531	0.1752159181	327271.8476
1532	0.1751466073	327127.3515
1533	0.1751192785	327116.3265
1534	0.1751189293	327081.2715
1535	0.1751051391	327068.7316
1536	0.1750898077	327013.965
1537	0.1751053991	326963.6273
1538	0.1750921059	326929.2779
1539	0.1750678625	326835.6327
1540	0.1750433487	326798.1807
1541	0.1750336418	326766.067
1542	0.1750278166	326679.1996
1543	0.1750057681	326636.8547
1544	0.1749993335	326583.9679
1545	0.1749574213	326548.9189
1546	0.1748990365	326497.5175
1547	0.1748815772	326446.4568
1548	0.174862619	326416.0069
1549	0.1748657529	326383.0908
1550	0.1748547808	326344.6431
1551	0.1748528619	326298.3715
1552	0.1748261485	326232.1996
1553	0.1748498825	326187.4968
1554	0.1748289221	326152.8561
1555	0.1747081144	326111.6397
1556	0.174691181	326043.9677
1557	0.1746789659	325988.3006
1558	0.1746868017	325870.0386
1559	0.1746674793	325790.4941
1560	0.1746312544	325767.3195
1561	0.1746240936	325703.1293
1562	0.1746282532	325699.4311
1563	0.1746292223	325630.7867
1564	0.1746316033	325602.6196
1565	0.1746361813	325573.6656
1566	0.1746427953	325540.8985
1567	0.1746565402	325521.3886
1568	0.1745796852	325463.9794
1569	0.174586748	325448.2692
1570	0.1746026182	325364.5416
1571	0.1745848936	325321.2158
1572	0.174557102	325307.2625
1573	0.1745423091	325267.0245
1574	0.1744934678	325213.6723
1575	0.1744657867	325146.0817
1576	0.1744549848	325043.5249
1577	0.174448273	325011.2278
1578	0.1744500477	324935.0836
1579	0.1744490983	324909.3808
1580	0.174446513	324889.0793
1581	0.1743749673	324791.7927
1582	0.1743585285	324723.7819
1583	0.174357249	324654.5324
1584	0.1743670491	324614.5748
1585	0.1743805587	324496.7863
1586	0.1743768598	324432.8035
1587	0.1743725281	324389.472
1588	0.1743562693	324304.6373
1589	0.1743242761	324293.3477
1590	0.17431537	324248.5856
1591	0.1743157462	324225.5543
1592	0.1743049182	324173.6464
1593	0.1742850381	324125.6374
1594	0.1742739843	324071.3732
1595	0.1741261967	324043.0267
1596	0.1741273352	324002.8541
1597	0.1741190164	323907.6859
1598	0.1741180367	323900.8926
1599	0.1741143557	323810.7225
1600	0.1741129293	323733.5144
1601	0.174106094	323709.6839
1602	0.1741065262	323702.3922
1603	0.1740945754	323634.8149
1604	0.1740893904	323566.0668
1605	0.1740973087	323546.8842
1606	0.1740855203	323511.2545
1607	0.1740854936	323499.8062
1608	0.1740115759	323470.8553
1609	0.173999457	323386.37
1610	0.173999979	323385.5619
1611	0.1739808282	323273.0333
1612	0.1739946638	323250.9107
1613	0.1740017011	323232.6251
1614	0.1739967319	323202.2889
1615	0.1739726764	323170.0344
1616	0.1739459548	323129.5666
1617	0.1739577568	323070.3026
1618	0.1739608102	323035.6294
1619	0.1739616444	322996.3613
1620	0.1739652389	322966.1633
1621	0.1739566236	322926.1224
1622	0.1739179022	322817.9185
1623	0.1739121717	322749.9812
1624	0.1739085018	322641.2446
1625	0.1739067774	322635.7192
1626	0.1738444861	322508.7093
1627	0.1737930143	322388.1618
1628	0.1737805314	322344.6478
1629	0.173790705	322319.9612
1630	0.1737548876	322309.6848
1631	0.1737097157	322198.0032
1632	0.1737071086	322130.3399
1633	0.1736375806	322058.6653
1634	0.1736342963	322032.2088
1635	0.1736005831	321973.8521
1636	0.1736012987	321949.2481
1637	0.1735836246	321894.8104
1638	0.1735810044	321824.3769
1639	0.173583028	321780.2498
1640	0.1735840421	321743.0415
1641	0.1735451384	321732.0767
1642	0.173537319	321703.8402
1643	0.1735324026	321632.1125
1644	0.1735276599	321559.7503
1645	0.173497649	321542.0136
1646	0.1734674795	321500.6531
1647	0.1734691023	321436.917
1648	0.1733524033	321383.0729
1649	0.1733603578	321316.6961
1650	0.1733609555	321280.1558
1651	0.1733596415	321240.1637
1652	0.1733520707	321217.2588
1653	0.1733347968	321093.573
1654	0.1733375628	321050.0667
1655	0.1733244074	320973.2122
1656	0.1732674712	320899.6113
1657	0.1732721725	320844.3541
1658	0.1732353619	320800.448
1659	0.1732077051	320779.3401
1660	0.1731989647	320752.14
1661	0.1731853279	320663.9207
1662	0.1731611545	320633.7908
1663	0.1731469605	320602.9033
1664	0.1731457	320561.4027
1665	0.173146298	320535.6665
1666	0.1731515298	320513.2179
1667	0.173148051	320421.1562
1668	0.1730531874	320285.3849
1669	0.1730627511	320234.6681
1670	0.1730159242	320161.0796
1671	0.1730190093	320098.7879
1672	0.1730073422	320072.8867
1673	0.173012731	320029.0428
1674	0.1730136725	319924.3567
1675	0.1730170133	319911.264
1676	0.1729607962	319902.7459
1677	0.1729574811	319880.9473
1678	0.1729562278	319829.2809
1679	0.1729094994	319764.1494
1680	0.172849757	319717.0905
1681	0.1728527137	319672.3399
1682	0.1728228083	319627.7254
1683	0.1727802112	319599.0979
1684	0.172773742	319546.458
1685	0.1727627171	319493.5442
1686	0.1727490961	319482.1592
1687	0.1727291514	319389.4266
1688	0.1727253448	319311.9778
1689	0.1727055061	319202.1882
1690	0.1727064155	319193.756
1691	0.1727046933	319145.9876
1692	0.1727013261	319090.3805
1693	0.1727190635	319042.8022
1694	0.1727162155	319006.2121
1695	0.1727023863	318973.5351
1696	0.1727101519	318922.1678
1697	0.1727004174	318889.8354
1698	0.172627801	318837.7078
1699	0.1726274813	318822.8052
1700	0.1726224974	318816.867
1701	0.1726049055	318787.8428
1702	0.1725401583	318683.0749
1703	0.1725343559	318648.8686
1704	0.1724916923	318605.5897
1705	0.1724694289	318554.3436
1706	0.1724283946	318530.4462
1707	0.1724266449	318524.8625
1708	0.1724142675	318417.865
1709	0.1724113903	318328.2062
1710	0.1724080143	318302.7099
1711	0.1723945827	318187.1634
1712	0.1723821581	318124.9635
1713	0.1723024159	318038.2327
1714	0.1722800196	317993.1784
1715	0.1722739881	317964.2811
1716	0.1722516676	317890.8548
1717	0.1722485987	317876.0139
1718	0.1722597288	317831.144
1719	0.1722405246	317772.1611
1720	0.1722073723	317755.4851
1721	0.1721840746	317712.8672
1722	0.1721733759	317684.5695
1723	0.1721574232	317620.1253
1724	0.1721502572	317558.3658
1725	0.1721588163	317521.3741
1726	0.1721652368	317425.3797
1727	0.1721465577	317376.438
1728	0.1721329055	317325.6633
1729	0.1721261156	317312.1368
1730	0.172141522	317223.1932
1731	0.1721473775	317163.7028
1732	0.1720672017	317102.7399
1733	0.1720577887	316942.8191
1734	0.1720510503	316883.7754
1735	0.172029645	316843.2057
1736	0.1720081799	316741.8873
1737	0.1720015879	316724.798
1738	0.1719970608	316617.4105
1739	0.17197551	316509.5165
1740	0.1719610963	316407.5551
1741	0.17198609	316397.0735
1742	0.171978867	316370.429
1743	0.1719765465	316330.8485
1744	0.1718644665	316218.4589
1745	0.1718599182	316165.2054
1746	0.1718573453	316062.332
1747	0.17185071	316007.1824
1748	0.1718377384	315967.6957
1749	0.1718270095	315929.9103
1750	0.1718300881	315899.763
1751	0.1718152239	315873.3769
1752	0.1718050401	315806.181
1753	0.171785068	315754.6125
1754	0.1717349174	315731.5544
1755	0.1716308715	315671.0133
1756	0.1716143713	315605.1982
1757	0.1716319778	315579.7534
1758	0.1716362037	315531.8923
1759	0.1716143624	315486.2862
1760	0.1716140144	315474.1106
1761	0.1716229702	315433.7179
1762	0.1716146007	315391.2995
1763	0.1715969843	315329.6421
1764	0.1715853694	315277.2697
1765	0.1715887848	315273.8675
1766	0.1715963818	315214.325
1767	0.1716098535	315195.2125
1768	0.1716069529	315167.1447
1769	0.1715819671	315072.0378
1770	0.1715737445	314925.7669
1771	0.1715488478	314892.2989
1772	0.171507614	314847.5934
1773	0.1714008326	314787.8923
1774	0.1713829	314744.5523
1775	0.1713882999	314707.9841
1776	0.1713974302	314703.3907
1777	0.1713966821	314639.6707
1778	0.1713497599	314537.6005
1779	0.171334257	314447.0343
1780	0.1713499582	314439.8724
1781	0.1713763287	314418.717
1782	0.1713740858	314372.4417
1783	0.1713575138	314364.4374
1784	0.1713039947	314351.4882
1785	0.1712789027	314330.0193
1786	0.171292924	314302.7583
1787	0.1712868119	314262.195
1788	0.171261365	314224.8988
1789	0.171226489	314123.1249
1790	0.1712175946	314105.2382
1791	0.1712121944	314065.2355
1792	0.1711960204	313957.7362
1793	0.1711919155	313884.5173
1794	0.1711777349	313866.3788
1795	0.171107439	313780.2782
1796	0.1711132844	313752.3646
1797	0.1710731859	313651.9219
1798	0.1708585632	313623.6565
1799	0.1708169858	313584.4202
1800	0.1707750375	313539.7381
1801	0.1707878697	313521.282
1802	0.170781737	313401.3686
1803	0.1707679916	313354.5935
1804	0.1707691678	313289.9405
1805	0.1707087984	313200.8161
1806	0.170593324	313167.1112
1807	0.1705843521	313076.2312
1808	0.1705670245	312995.7001
1809	0.1704440653	312977.2921
1810	0.1704418091	312867.4127
1811	0.1704367366	312802.9258
1812	0.1704381215	312757.3948
1813	0.1704256262	312742.0686
1814	0.1703793854	312704.0199
1815	0.1703322869	312662.0603
1816	0.1703183648	312641.2218
1817	0.1703218276	312624.3566
1818	0.1703079091	312530.0869
1819	0.1703003491	312511.7501
1820	0.1702671095	312485.4251
1821	0.1702582626	312428.7739
1822	0.170251593	312389.8591
1823	0.1702483762	312305.9894
1824	0.1702458987	312231.6913
1825	0.1702438472	312197.6977
1826	0.1702338174	312185.3647
1827	0.1702370748	312177.9811
1828	0.1702122949	312154.2466
1829	0.1702031609	312134.6292
1830	0.1702162632	312064.9043
1831	0.1702141047	311998.6616
